(0, 2222742.1336669922)
(1, 228351.11898803711)
(2, 2947816.48046875)
(3, 447276.33532714844)
(4, 200158.23236083984)
(5, 55743.453231811523)
(6, 220663.39178466797)
(7, 1939954.5068359375)
(8, 16753.420251846313)
(9, 196475.43511962891)
(10, 123690.74546813965)
(11, 690949.03881835938)
(12, 121170.58520507812)
(13, 547496.8828125)
(14, 55570.978085041046)
(15, 128532.88848876953)
(16, 13245382.094970703)
(17, 301891.91920089722)
(18, 108522.49566650391)
(19, 98289.971527099609)
(20, 310295.78979492188)
(21, 120012.66265869141)
(22, 112487.51884460449)
(23, 55633.744659423828)
(24, 19909.065515995026)
(25, 119037.36170959473)
(26, 524275.13339233398)
(27, 915611.47064208984)
(28, 36779.18915605545)
(29, 192981.8757019043)
(30, 448768.43353271484)
(31, 42204.912033081055)
(32, 279806.7939453125)
(33, 618010.412109375)
(34, 59996.194145202637)
(35, 171037.02741622925)
(36, 286497.33947753906)
(37, 547614.3603515625)
(38, 1035711.4482421875)
(39, 496.55188438296318)
(40, 14850.503318786621)
(41, 5031.6266202926636)
(42, 1705229.4135475159)
(43, 26766.704643249512)
(44, 34693.373683929443)
(45, 153175.37107658386)
(46, 417338.50708007812)
(47, 106012.89120483398)
(48, 129031.88490629196)
(49, 673082.92065429688)
(50, 653256.88134765625)
(51, 399541.68762207031)
(52, 99699.699645996094)
(53, 2575189.0649414062)
(54, 56136.856033325195)
(55, 512722.69067382812)
(56, 2366420.70703125)
(57, 465185.68481445312)
(58, 369822.49865722656)
(59, 328.48057675361633)
(60, 5026843.0732421875)
(61, 490938.31591796875)
(62, 56743.110155105591)
(63, 66879.654678344727)
(64, 580015.86586761475)
(65, 338713.95143127441)
(66, 68569.944763183594)
(67, 204997.92577362061)
(68, 401545.21020507812)
(69, 250421.85362243652)
(70, 43000.235860347748)
(71, 16554.560043692589)
(72, 76200.109273910522)
(73, 126812.58187866211)
(74, 2479749.7250976562)
(75, 54566.970254898071)
(76, 6162.6625137329102)
(77, 323520.154296875)
(78, 491049.44372558594)
(79, 3047447.49609375)
(81, 7291.209098815918)
(82, 1058833.173828125)
(83, 10263.585405349731)
(84, 440565.02319335938)
(85, 81017.315338134766)
(86, 54846.385391235352)
