(339, 4873357.1200000001)
(341, 94067.889999999999)
(342, 246284.20000000001)
(343, 277670.5)
(344, 54947.150000000001)
(345, 37722.669999999998)
(346, 9068.0699999999997)
(347, 68751.160000000003)
(348, 420010.59999999998)
(349, 28443.599999999999)
(353, 212240.51999999999)
(350, 322864.84000000003)
(352, 432123.04000000004)
(354, 564088.15000000002)
(351, 175853.64000000001)
(357, 48466.999999999993)
(356, 6521.5599999999995)
(355, 9891.3999999999996)
(358, 414906.71999999997)
(359, 235375.10000000001)
(360, 9799.5799999999999)
(361, 63711.459999999992)
(367, 4585.7699999999995)
(362, 6557.3599999999997)
(365, 177955.32000000001)
(363, 2505524.8000000003)
(364, 152969.13)
(366, 2154.5700000000002)
(368, 291278.06)
(369, 1112.0)
(372, 3014.6700000000001)
(373, 708229.23999999999)
(370, 66788.0)
(371, 1687.8800000000001)
(374, 1475.75)
(375, 732535.52000000002)
(376, 1580.8)
(379, 317295.75)
(378, 599819.80000000005)
(377, 53523.0)
(380, 83344.920000000013)
(382, 72424.800000000003)
(385, 488742.89999999997)
(384, 84837.25)
(387, 5744.1400000000003)
(381, 115158.0)
(388, 1094633.26)
(383, 46641.650000000001)
(386, 127635.7)
(389, 10491.349999999999)
(390, 59689.0)
(392, 1443942.8999999999)
(393, 142870.04999999999)
(394, 4738.1599999999999)
(396, 124362.22)
(391, 191556.64000000001)
(397, 3979.5599999999995)
(399, 21616.579999999998)
(395, 555641.69999999995)
(398, 82199.699999999997)
(400, 25178.25)
(402, 22310.220000000001)
(403, 13903.0)
(401, 1182263.6000000001)
(404, 309872.5)
(405, 31456.189999999999)
(407, 17476.25)
(406, 547055.39000000001)
(408, 112667.55)
(411, 34867.400000000001)
(410, 17293.049999999999)
(409, 2073.75)
(415, 58366.699999999997)
(416, 8928.9599999999991)
(413, 1333.1600000000001)
(412, 159085.12000000002)
(414, 88847.339999999997)
(418, 496003.07999999996)
(417, 4139056.6200000001)
(420, 44502.720000000001)
(419, 311177.26000000001)
(421, 18051.450000000001)
(422, 701706.19999999995)
(424, 1222.71)
(423, 65886.600000000006)
(425, 49492.509999999995)
(430, 3590.9999999999995)
(427, 1403.4000000000001)
(432, 48737.759999999995)
(426, 48389.259999999995)
(429, 255111.59999999998)
(431, 1600604.54)
(428, 2369.5499999999997)
(433, 62998.169999999998)
(435, 12280.199999999999)
(434, 3239647.0499999998)
(436, 105146.20000000001)
(437, 226669.56)
(438, 4730.0)
(443, 1821524.3999999999)
(441, 3788.5499999999997)
(445, 605739.75)
(440, 204722.56)
(439, 65432.399999999994)
(442, 7430.5600000000004)
(446, 25195999.670000002)
(444, 743594.23999999987)
(447, 136935.88)
(448, 17866.5)
(449, 46864.599999999999)
(450, 16752.240000000002)
(451, 351818.89999999997)
(452, 605.25999999999999)
(454, 1143897.1499999999)
(463, 40607.240000000005)
(455, 211976.08000000002)
(457, 142181.5)
(453, 10575.860000000001)
(459, 207720.97)
(461, 6325.5)
(456, 554662.19999999995)
(458, 617793.85999999999)
(460, 284547.19999999995)
(462, 657.25)
(464, 58809.389999999999)
(465, 14944.5)
(466, 2904.9200000000001)
(467, 1049785.1499999999)
(469, 749157.30000000005)
(475, 7136.0200000000004)
(471, 484200.35000000003)
(472, 154196.69999999998)
(470, 166846.79999999999)
(468, 4197.6400000000003)
(474, 2033.9100000000001)
(473, 40970.489999999998)
(477, 786.5)
(476, 208194.81)
(478, 73364.759999999995)
(479, 97235.5)
(480, 531647.43999999994)
(484, 139853.76000000001)
(483, 49132.440000000002)
(481, 22179.120000000003)
(482, 3479.4000000000001)
(488, 1280081.6099999999)
(485, 2398.0)
(486, 401283.32000000001)
(487, 452407.0)
(490, 989717.31999999995)
(493, 271.34999999999997)
(489, 10728.000000000002)
(492, 66652.75)
(491, 26268.480000000003)
(494, 2063.0799999999999)
(495, 239026.23999999999)
(496, 88043.950000000012)
(498, 75948.399999999994)
(497, 12849347.279999999)
(499, 564965.59999999998)
(506, 21272.400000000001)
(500, 160894.04000000001)
(503, 386378.67999999999)
(501, 16509.119999999999)
(507, 50416.199999999997)
(502, 50413.300000000003)
(505, 272470.64999999997)
(508, 112181.20999999998)
(504, 742.39999999999998)
(509, 454243.35999999999)
(510, 47490.900000000001)
(511, 400685.10999999999)
(512, 13937.24)
(513, 112546.05)
(514, 29548.0)
(515, 22743.0)
(516, 13386.4)
(518, 491999.47999999998)
(517, 7981.6400000000003)
(519, 18160.0)
(520, 8555.0000000000018)
(522, 1150797.3200000001)
(523, 75822.039999999994)
(521, 81409.899999999994)
(524, 307751.32999999996)
(525, 5744.5500000000002)
(526, 170841.35000000001)
(527, 473020.0)
(528, 28892.350000000002)
(529, 2813.9200000000001)
(531, 2406.2999999999997)
(533, 72140.320000000007)
(535, 122295.03)
(532, 118213.90000000001)
(534, 308404.31)
(530, 6472.3000000000002)
(536, 13664.259999999998)
(537, 14587.220000000001)
(538, 9624.1699999999983)
(539, 404.35000000000002)
(540, 8393.2000000000007)
(541, 486024.19)
(542, 34370.179999999993)
(543, 24218.899999999998)
(545, 160649.10000000001)
(549, 647789.75)
(544, 251152.37)
(546, 538286.46999999997)
(551, 1404.1600000000001)
(550, 20688.25)
(547, 108347.34999999999)
(548, 188863.96000000002)
(552, 17731.009999999998)
(555, 28942.099999999999)
(554, 23605.799999999999)
(553, 1384622.4399999999)
(556, 7214.9499999999998)
(557, 151152.10000000001)
(558, 13586.099999999999)
(560, 19109.299999999999)
(559, 191972.20000000001)
(562, 250690.23000000004)
(563, 17579.600000000002)
(565, 711042.5)
(561, 224576.45000000004)
(564, 166434.35000000001)
(566, 482.0)
(570, 155840.74000000002)
(567, 9646.25)
(569, 117028.02)
(568, 58865.839999999997)
(571, 212655.85999999999)
(572, 35150.639999999999)
(573, 149848.20000000001)
(574, 1732218.3999999999)
(575, 14665.4)
(579, 594071.33999999997)
(576, 80610.270000000004)
(577, 603806.26000000001)
(578, 838.59999999999991)
(581, 7317.1000000000004)
(580, 7165.1300000000001)
(585, 344425.91999999998)
(582, 426436.41000000003)
(583, 125777.20000000001)
(584, 76170.779999999999)
(586, 23485.5)
(587, 31617.099999999999)
(588, 181786.85999999999)
(589, 248752.72999999998)
(590, 340112.88)
(593, 213980.91)
(592, 1311.45)
(591, 67193.799999999988)
(596, 72519.0)
(594, 524344.76000000001)
(595, 1340.3499999999999)
(599, 2319.8000000000002)
(600, 24884.599999999999)
(598, 27658.200000000001)
(597, 16080.200000000001)
(601, 298606.23999999999)
(602, 19521.100000000002)
(603, 13027.9)
(609, 141856.0)
(604, 7265.9599999999991)
(605, 30843.16)
(606, 259727.32999999999)
(608, 5234.96)
(607, 31160.080000000002)
(610, 34764.68)
(611, 72781.210000000006)
(612, 6438.6000000000004)
(614, 730128.72000000009)
(613, 616880.5)
(615, 19303.34)
(616, 13733.200000000001)
(619, 10349.6)
(617, 654989.30000000005)
(618, 69709.860000000001)
(620, 142882.92000000001)
(621, 627.16000000000008)
(622, 86142.699999999997)
(623, 11190.84)
(624, 18451.5)
(625, 62625.599999999999)
(626, 44994.010000000002)
(628, 14668.23)
(629, 352994.42000000004)
(627, 139399.0)
(635, 1033.3800000000001)
(630, 22863.630000000001)
(636, 542317.52000000002)
(632, 993.29000000000008)
(633, 71314.800000000003)
(631, 4362.5900000000001)
(634, 35406.720000000001)
(637, 14464.120000000001)
(638, 16587.200000000001)
(639, 134796.0)
(642, 12522.239999999998)
(644, 11679.1)
(640, 101009.0)
(643, 320540.04999999999)
(641, 42571.449999999997)
(645, 15702.119999999999)
(648, 1528.8)
(646, 31420.310000000001)
(649, 38005.889999999999)
(652, 2158799.4199999999)
(647, 164900.60000000001)
(651, 19.449999999999999)
(650, 278502.35999999999)
(653, 9520.5499999999993)
(659, 264905.79999999999)
(655, 18756.600000000002)
(654, 525.25)
(656, 5472.5999999999995)
(658, 32888.400000000001)
(657, 36380.400000000001)
(660, 60549.0)
(661, 10584.299999999999)
(662, 2830.5200000000004)
(664, 3434.5499999999997)
(663, 759752.34999999998)
(667, 84263.0)
(666, 25077.75)
(665, 7885.3499999999985)
(668, 17117.599999999999)
(669, 17235.080000000002)
(671, 3523.5999999999999)
(672, 13002.25)
(673, 4239.0299999999997)
(670, 4395194.4800000004)
(674, 25991.959999999999)
(675, 38713.599999999999)
(676, 13239.440000000001)
(678, 45625.68)
(679, 28849.18)
(677, 791074.19999999995)
(680, 224.80000000000001)
(681, 67532.100000000006)
(683, 82814.360000000001)
(682, 598664.55999999994)
(685, 777996.75)
(688, 2498.5999999999999)
(684, 101411.5)
(686, 54481.800000000003)
(687, 183.34999999999999)
(689, 18131.66)
(690, 19061.290000000001)
(691, 20628.18)
(695, 47161.040000000001)
(692, 6321.25)
(693, 35807.139999999999)
(696, 69674.149999999994)
(694, 71944.75)
(697, 10384.25)
(698, 1169890.8)
(699, 59722.009999999995)
(700, 308059.14000000001)
(701, 18952.93)
(702, 5279.4000000000005)
(703, 7585153.3999999994)
(704, 63270.480000000003)
(705, 5441.0)
(706, 22644.18)
(707, 50705.660000000003)
(709, 561687.92000000004)
(708, 168198.79999999999)
(710, 341274.39999999991)
(711, 35123.349999999999)
(712, 5073.2399999999998)
(717, 1358305.74)
(713, 1115320.6000000001)
(716, 72333.360000000001)
(715, 3531.0)
(714, 3651.7000000000003)
(718, 10566.75)
(719, 1785461.2299999997)
(721, 95699.0)
(720, 31082.459999999999)
(722, 52192.75)
(725, 25598.849999999999)
(723, 29631.360000000001)
(727, 19132.52)
(726, 176315.46000000002)
(724, 5720.1999999999998)
(730, 187859.52000000002)
(728, 439099.39999999997)
(731, 95615.0)
(733, 97089.860000000001)
(729, 109047.2)
(732, 35395.539999999994)
(734, 88035.679999999993)
(737, 16429.639999999999)
(735, 130998.04000000001)
(736, 171.30000000000001)
(738, 310835.5)
(741, 2587274.3799999999)
(740, 12657.48)
(739, 38897.959999999999)
(745, 62070.199999999997)
(743, 42897.669999999998)
(742, 17177.160000000003)
(744, 285.0)
(747, 28676.830000000002)
(746, 5339.9200000000001)
(748, 66340.759999999995)
(749, 47850.520000000004)
(750, 540.98000000000002)
(751, 28427.239999999998)
(752, 2205.8499999999999)
(754, 6619.6499999999996)
(755, 779632.07999999996)
(753, 328064.09999999998)
(757, 633.25)
(756, 7001.0199999999986)
(759, 59768.0)
(758, 5402.4899999999998)
(760, 602.0)
(762, 28506.48)
(761, 255230.20000000001)
(764, 90198.119999999995)
(763, 1020390.2999999999)
(765, 235274.92000000001)
(766, 1443432.0999999999)
(767, 29245.960000000003)
(769, 127051.0)
(771, 75650.460000000006)
(770, 408574.90000000002)
(768, 40984.599999999999)
(773, 34172.700000000004)
(774, 49678.700000000004)
(776, 120637.83)
(772, 28588.260000000002)
(775, 318911.97999999998)
(777, 687273.05000000005)
(779, 154953.0)
(778, 4021.1999999999998)
(780, 2162.25)
(781, 8626.7999999999993)
(782, 320426.73999999999)
(788, 24955.0)
(783, 322369.67999999999)
(789, 9507414.8000000007)
(784, 81748.37999999999)
(787, 168426.0)
(786, 41870.699999999997)
(785, 17839.720000000001)
(790, 106924.87)
(793, 16166.58)
(791, 772303.84000000008)
(792, 17820.0)
(794, 304683.59999999998)
(796, 43588.159999999996)
(795, 1297.8)
(798, 33323.049999999996)
(800, 20773.739999999998)
(799, 19007.700000000001)
(797, 22214.980000000003)
(803, 9057.3199999999997)
(801, 347194.28999999998)
(802, 287867.75)
(804, 81484.0)
(808, 18328.879999999997)
(806, 1060859.55)
(807, 790.36000000000001)
(805, 31462.760000000002)
(809, 230783.25)
(810, 41424.870000000003)
(811, 236830.39999999999)
(812, 271114.79999999999)
(814, 1019.89)
(815, 9408.5)
(813, 204356.90999999997)
(817, 6878.8199999999997)
(818, 17002.380000000001)
(816, 30822.800000000003)
(822, 35596.68)
(820, 41.600000000000001)
(819, 17113.799999999999)
(821, 340827.30000000005)
(823, 976236.26000000001)
(824, 24693.5)
(825, 10816840.6)
(826, 316631.35999999999)
(827, 5246.8000000000002)
(830, 32782.919999999998)
(828, 8897.3500000000004)
(829, 39743.059999999998)
(831, 56382.040000000001)
(832, 22438.939999999999)
(834, 15743.200000000001)
(833, 51137.0)
(836, 45598.699999999997)
(835, 20390.899999999998)
(839, 55652.800000000003)
(838, 403.75)
(837, 16255.620000000001)
(841, 3987.7600000000002)
(840, 29164.400000000001)
(842, 5217.3200000000006)
(843, 249594.92999999999)
(846, 210103.27000000002)
(845, 109414.79999999999)
(850, 78133.050000000003)
(848, 40641.510000000002)
(844, 53546.580000000002)
(847, 52672.75)
(852, 13241.5)
(849, 89855.060000000012)
(851, 12670.119999999997)
(854, 142417.58000000002)
(853, 235591.09999999998)
(855, 9986.5)
(856, 35220.68)
(857, 1561756.7)
(861, 307496.20000000001)
(858, 50983.850000000006)
(859, 40087.43)
(863, 309953.70000000001)
(860, 1119.1099999999999)
(862, 83796.25)
(864, 971968.10999999999)
(865, 18650.5)
(867, 12871.0)
(868, 17519.119999999999)
(866, 13753.5)
(869, 108108.8)
(870, 4130.5)
(872, 564465.95999999996)
(873, 8388.3000000000011)
(871, 1122191.8200000001)
(874, 33937.290000000001)
(878, 15945.700000000001)
(880, 209060.28)
(875, 181458.32000000001)
(877, 109448.48000000001)
(876, 232.65000000000001)
(879, 1105260.6199999999)
(882, 6248.6499999999996)
(883, 5396.1000000000004)
(881, 144485.26000000001)
(884, 30063.499999999996)
(885, 144797.96000000002)
(886, 24091.459999999999)
(887, 7173.0)
(889, 8399.8600000000006)
(888, 42723.460000000006)
(890, 1568.1199999999999)
(892, 16377.869999999999)
(891, 204366.49999999997)
(893, 788868.20000000007)
(895, 104600.82000000001)
(897, 48574.270000000004)
(894, 106965.04000000001)
(896, 7903.5000000000009)
(898, 99606.899999999994)
(899, 232395.82999999999)
(900, 15297.59)
(901, 530935.65000000002)
(902, 725587.97999999998)
(903, 1218964.48)
(904, 14768.75)
(905, 46330.679999999993)
(906, 89069.539999999994)
(907, 24344.5)
(910, 198.34999999999999)
(909, 13927.25)
(908, 139413.84)
(911, 368608.04999999999)
(912, 82741.479999999996)
(913, 29945.299999999999)
(915, 2585580.4500000002)
(914, 219196.07999999999)
(916, 155632.89999999999)
(918, 285.19999999999999)
(917, 17145.799999999999)
(919, 3053.5)
(920, 655.5)
(922, 1348236.71)
(921, 769082.63)
(923, 36520.959999999999)
(927, 48971.399999999994)
(924, 212380.87)
(925, 33502.980000000003)
(926, 308677.68000000005)
(929, 35510.860000000001)
(928, 140831.05000000002)
(930, 6678.3599999999997)
(933, 3912.5999999999999)
(932, 385335.13999999996)
(931, 15931.200000000001)
(934, 129164.5)
(935, 721544.55000000005)
(943, 5163.0)
(937, 146510.78)
(938, 74487.0)
(936, 1066.6399999999999)
(940, 512.09999999999991)
(941, 23298.739999999998)
(942, 3584.3400000000001)
(939, 92868.080000000002)
(944, 14212.599999999999)
(945, 85.900000000000006)
(946, 45932.480000000003)
(947, 23325.68)
(948, 11319.0)
(951, 4924.3999999999996)
(950, 23082.799999999999)
(949, 8705.2999999999993)
(955, 2177.2999999999997)
(953, 24631.75)
(952, 21804.279999999999)
(954, 3155.0000000000005)
(956, 666.75)
(957, 1335.0999999999999)
(958, 139200.44)
(959, 6402.579999999999)
(960, 1347814.5800000001)
(962, 45713.160000000003)
(963, 70713.5)
(961, 150968.73000000001)
(964, 80371.350000000006)
(965, 77934.100000000006)
(968, 345531.44)
(966, 1083039.4000000001)
(971, 320611.45000000001)
(969, 41471.510000000002)
(970, 297986.56)
(967, 26872.140000000003)
(972, 17380.07)
(973, 21541.400000000001)
(974, 194923.35000000001)
(975, 7780.8400000000001)
(976, 66839.12000000001)
(977, 25234.799999999999)
(978, 262611.04000000004)
(979, 440656.0)
(980, 9454.5)
(984, 139410.79999999999)
(982, 61129.199999999997)
(981, 259607.29999999999)
(983, 33635.200000000004)
(985, 10073.200000000001)
(988, 54375.429999999993)
(987, 2095.0999999999999)
(986, 3459.6500000000001)
(989, 87424.149999999994)
(990, 225219.47999999998)
(991, 39346.0)
(992, 428038.26000000001)
(993, 1781275.9199999999)
(994, 4288.1599999999999)
(995, 1624.5)
(996, 184989.56)
(999, 209.40000000000001)
(998, 115174.71000000001)
(997, 118822.94)
(1000, 13152.68)
(1001, 349385.32000000001)
(1003, 12601.0)
(1004, 97367.220000000001)
(1002, 574214.81999999995)
(1005, 15228.929999999998)
(1006, 10272.630000000001)
(1007, 5984.3599999999997)
(1008, 14788.66)
(1009, 129828.84)
(1010, 7390.7599999999984)
(1011, 263850.5)
(1012, 92970.699999999997)
(1021, 6743.1499999999996)
(1014, 15055.65)
(1013, 2975.3499999999999)
(1018, 245922.91999999998)
(1016, 10505.950000000001)
(1015, 797918.35999999999)
(1017, 705.94999999999993)
(1019, 1546284.46)
(1020, 66133.899999999994)
(1022, 88508.099999999991)
(1024, 2036257.4600000002)
(1023, 626422.31000000006)
(1028, 7452.5)
(1025, 9411.4099999999999)
(1030, 26270.040000000001)
(1026, 1192381.46)
(1037, 1937.99)
(1027, 364369.0)
(1032, 5965.5500000000002)
(1029, 1038228.8199999999)
(1033, 1684.96)
(1031, 92.599999999999994)
(1035, 3328.6000000000004)
(1036, 255951.04000000001)
(1034, 11095.08)
(1038, 60774.449999999997)
(1039, 3114.5)
(1040, 554.04999999999995)
(1044, 41626.25)
(1042, 23088.0)
(1041, 1501.1800000000001)
(1043, 5270.6999999999998)
(1045, 2927.25)
(1047, 22175.310000000001)
(1046, 258036.32000000001)
(1048, 29668.160000000003)
(1050, 31752.680000000004)
(1049, 2152.5)
(1051, 499023.78000000003)
(1052, 589602.12)
(1053, 1482.8499999999999)
(1054, 214533.62000000002)
(1055, 2885490.2399999998)
(1057, 738748.25)
(1056, 617.93999999999994)
(1058, 11666.08)
(1059, 5275.2799999999997)
(1060, 125482.55)
(1061, 338336.59999999998)
(1062, 5646.1499999999996)
(1063, 154071.04999999999)
(1064, 12266663.42)
(1065, 983.15999999999985)
(1066, 55147.860000000001)
(1068, 15670.399999999998)
(1067, 11795.880000000001)
(1070, 166794.07999999999)
(1069, 75603.239999999991)
(1071, 965.40000000000009)
(1072, 86150.039999999994)
(1073, 141606.76000000001)
(1082, 25205.940000000002)
(1075, 26597.540000000001)
(1074, 812932.15999999992)
(1076, 81617.639999999999)
(1077, 100740.59999999999)
(1081, 673960.40000000002)
(1078, 4020.3100000000004)
(1079, 29693.559999999998)
(1080, 1070252.75)
(1083, 7490.9799999999996)
(1084, 29903.929999999997)
(1086, 39897.25)
(1087, 263473.22999999998)
(1085, 5355.9600000000009)
(1089, 2375.7800000000002)
(1088, 13924.76)
(1091, 873633.79999999993)
(1090, 256697.0)
(1092, 165243.5)
(1094, 6458.0800000000008)
(1093, 2851734.2000000002)
(1096, 5258.0)
(1095, 68568.0)
(1097, 920.34999999999991)
(1098, 8288.4500000000007)
(1099, 329685.94)
(1100, 17226.799999999999)
(1101, 454985.19000000006)
(1102, 10023119.079999998)
(1103, 1831.75)
(1104, 73384.150000000009)
(1105, 82235.87000000001)
(1107, 1432106.5800000001)
(1108, 33607.25)
(1106, 12716.0)
(1109, 53870.75)
(1110, 28224.450000000004)
(1112, 47978.350000000006)
(1111, 284090.59999999998)
(1113, 46982.879999999997)
(1114, 10588.5)
(1115, 40797.25)
(1116, 84645.839999999997)
(1117, 16499.519999999997)
(1118, 804.39999999999998)
(1119, 69881.720000000001)
(1120, 457477.14999999997)
(1121, 84448.199999999997)
(1123, 39528.880000000005)
